Name, Color, Rarity, # Seen, ALSA, # Picked, ATA, # GP, GP WR, # OH, OH WR, # GD, GD WR, # GIH, GIH WR, # GND, GND WR, IWD
Undead Butler, B, U, 71113, 3.85, 16386, 5.00, 68987, 55.1, 13675, 56.4, 24432, 55.4, 38107, 55.8, 33672, 54.3, 1.4
Undying Malice, B, C, 295341, 6.38, 38380, 9.36, 94409, 55.1, 16117, 54.2, 32766, 55.3, 48883, 54.9, 48151, 55.4, -0.4
Unhallowed Phalanx, B, C, 311135, 7.59, 33086, 11.23, 22504, 50.9, 4709, 49.4, 9555, 51.2, 14264, 50.6, 10462, 50.9, -0.4
Vampire's Kiss, B, C, 310377, 7.47, 32524, 11.27, 24726, 51.0, 4733, 48.2, 8389, 51.4, 13122, 50.2, 12436, 51.7, -1.5
Voldaren Bloodcaster, B, R, 8019, 1.48, 5605, 1.45, 29134, 57.5, 5472, 63.4, 10588, 60.7, 16060, 61.6, 14707, 53.7, 7.9
Wedding Security, B, U, 62472, 3.52, 12366, 4.46, 46684, 53.7, 8214, 52.4, 17749, 53.0, 25963, 52.8, 23739, 54.8, -2.0
Abrade, R, C, 131126, 2.67, 56313, 3.04, 218116, 56.8, 54371, 58.5, 88126, 58.0, 142497, 58.2, 99065, 55.0, 3.2
Alchemist's Gambit, UR, R, 27549, 4.60, 4059, 6.68, 4236, 51.7, 647, 50.5, 1368, 51.3, 2015, 51.1, 2269, 52.0, -1.0
Alluring Suitor, R, U, 50873, 2.96, 20833, 3.33, 97579, 57.8, 19708, 61.4, 32326, 57.9, 52034, 59.2, 50454, 56.6, 2.6
Ancestral Anger, R, C, 306358, 7.25, 52859, 9.64, 51814, 55.9, 19788, 54.6, 35591, 57.2, 55379, 56.3, 16207, 57.0, -0.8
Ballista Watcher, R, U, 48103, 2.88, 19607, 3.18, 90401, 56.2, 17047, 55.7, 30992, 56.3, 48039, 56.1, 47469, 56.0, 0.1
Belligerent Guest, R, C, 265271, 5.46, 41792, 7.75, 129892, 55.6, 30062, 55.4, 50087, 53.1, 80149, 54.0, 61912, 57.1, -3.1
Blood Hypnotist, R, U, 82206, 4.63, 14571, 6.26, 48190, 55.1, 9429, 56.1, 16235, 52.8, 25664, 54.0, 24737, 56.2, -2.2
Blood Petal Celebrant, R, C, 239910, 4.70, 49638, 6.31, 167970, 55.8, 42833, 56.7, 67544, 52.7, 110377, 54.2, 76781, 57.0, -2.8
Bloody Betrayal, R, C, 311984, 7.55, 36483, 11.15, 27441, 54.4, 4998, 52.3, 10046, 56.7, 15044, 55.2, 13893, 54.0, 1.2
Cemetery Gatekeeper, R, M, 4654, 1.69, 2414, 1.71, 11310, 55.6, 1945, 56.7, 3225, 54.5, 5170, 55.3, 6283, 55.8, -0.4
Chandra Dressed to Kill, R, M, 4277, 1.57, 2083, 1.57, 7568, 53.1, 1300, 52.3, 2128, 53.7, 3428, 53.2, 4165, 53.0, 0.1
Change of Fortune, R, R, 34491, 5.72, 4489, 8.66, 290, , 47, , 84, , 131, , 159, , 
Creepy Puppeteer, R, R, 10220, 1.88, 5832, 1.87, 29253, 56.3, 5051, 59.0, 8619, 56.1, 13670, 57.2, 16197, 55.8, 1.3
Curse of Hospitality, R, R, 16213, 2.88, 3527, 3.38, 12560, 51.4, 2190, 47.5, 3564, 49.0, 5754, 48.4, 6877, 53.9, -5.5
Daybreak Combatants, R, C, 306051, 7.09, 36851, 10.38, 49619, 53.2, 10558, 50.5, 16365, 50.5, 26923, 50.5, 25510, 55.5, -5.0
Dominating Vampire, R, R, 13880, 2.49, 4700, 2.69, 19607, 55.0, 3333, 53.0, 5912, 54.4, 9245, 53.9, 10733, 56.0, -2.1
End the Festivities, R, C, 322932, 8.52, 34221, 12.48, 4848, 49.8, 919, 50.5, 1550, 46.9, 2469, 48.2, 2540, 51.2, -3.0
Falkenrath Celebrants, R, C, 236459, 4.77, 59068, 5.95, 208864, 56.6, 46346, 56.6, 89062, 56.8, 135408, 56.7, 98005, 56.3, 0.5
Fearful Villager, R, C, 275057, 5.73, 44351, 8.04, 132039, 55.7, 30554, 54.9, 48971, 53.7, 79525, 54.2, 64271, 56.9, -2.7
Flame-Blessed Bolt, R, C, 173114, 3.40, 61099, 3.99, 226242, 57.0, 57041, 59.3, 93067, 57.6, 150108, 58.3, 101344, 55.3, 3.0
Frenzied Devils, R, U, 105362, 6.54, 12499, 9.73, 13004, 51.8, 2224, 50.0, 4250, 49.5, 6474, 49.7, 7002, 53.5, -3.8
Honeymoon Hearse, R, U, 101822, 6.28, 12155, 9.31, 14373, 53.4, 2431, 52.2, 4027, 49.3, 6458, 50.4, 8142, 55.6, -5.3
Hungry Ridgewolf, R, C, 274840, 5.81, 47591, 8.01, 114730, 55.3, 33415, 56.6, 47236, 52.4, 80651, 54.1, 50625, 56.4, -2.3
Ill-Tempered Loner, R, R, 8148, 1.48, 5900, 1.43, 31461, 57.3, 5444, 60.7, 9928, 58.8, 15372, 59.5, 17148, 55.3, 4.1
Into the Night, R, U, 113730, 7.73, 12270, 11.59, 2060, 53.0, 305, 42.6, 532, 50.0, 837, 47.3, 1235, 56.8, -9.4
Kessig Flamebreather, R, C, 283092, 6.34, 53978, 8.12, 113213, 55.8, 34559, 57.2, 57763, 54.3, 92322, 55.4, 44849, 56.2, -0.8
Kessig Wolfrider, R, R, 13492, 2.35, 5207, 2.51, 24323, 55.8, 4313, 57.6, 6846, 54.2, 11159, 55.5, 13475, 55.8, -0.3
Lacerate Flesh, R, C, 260074, 5.34, 39581, 7.65, 116707, 54.0, 21569, 51.1, 39869, 53.1, 61438, 52.4, 60322, 55.2, -2.8
Lambholt Raconteur, R, U, 69404, 4.04, 14421, 5.22, 50668, 53.8, 9641, 52.3, 17436, 52.0, 27077, 52.1, 26357, 55.1, -3.0
Lightning Wolf, R, C, 308300, 7.21, 35439, 10.66, 39319, 53.1, 7188, 50.9, 12484, 51.1, 19672, 51.0, 21309, 54.6, -3.6
Magma Pummeler, R, U, 77930, 4.39, 13055, 6.04, 43220, 53.7, 7564, 51.1, 14023, 53.2, 21587, 52.5, 23379, 54.7, -2.3
Manaform Hellkite, R, M, 3478, 1.26, 2865, 1.25, 14672, 57.3, 2431, 61.5, 4653, 60.0, 7084, 60.5, 8038, 54.4, 6.1
Markov Retribution, R, U, 87162, 4.92, 15850, 6.61, 47324, 56.7, 8627, 54.7, 15945, 55.9, 24572, 55.5, 24270, 57.7, -2.1
Olivia's Attendants, R, R, 8160, 1.51, 6004, 1.48, 31473, 56.5, 5170, 57.8, 10127, 59.2, 15297, 58.7, 17016, 54.4, 4.3
Pyre Spawn, R, C, 312391, 7.41, 36096, 10.89, 36277, 53.0, 5963, 51.6, 12355, 51.4, 18318, 51.5, 19488, 54.5, -3.0
Reckless Impulse, R, C, 283406, 6.07, 56452, 8.05, 168765, 55.9, 37928, 53.3, 60755, 55.5, 98683, 54.7, 81728, 57.2, -2.6
Rending Flame, R, U, 38826, 2.27, 19608, 2.50, 95920, 57.4, 18743, 58.0, 31581, 59.6, 50324, 59.0, 49335, 55.8, 3.2
Runebound Wolf, R, U, 80080, 4.47, 15398, 6.05, 54840, 55.2, 11649, 55.4, 16986, 52.9, 28635, 53.9, 28886, 56.2, -2.3
Sanguine Statuette, R, U, 97132, 5.79, 15602, 7.99, 37611, 55.8, 7820, 54.8, 13328, 54.6, 21148, 54.7, 18438, 57.3, -2.6
Stensia Uprising, R, R, 10456, 1.93, 6391, 1.89, 32507, 58.4, 5650, 61.7, 9757, 61.7, 15407, 61.7, 17421, 55.5, 6.2
Sure Strike, R, C, 298187, 6.53, 40625, 9.47, 97651, 54.7, 18108, 53.2, 30728, 53.8, 48836, 53.6, 51880, 55.7, -2.1
Vampires' Vengeance, R, U, 79016, 4.57, 16601, 5.84, 57123, 57.9, 11169, 58.9, 18880, 58.4, 30049, 58.6, 28935, 57.1, 1.4
Volatile Arsonist, R, M, 3561, 1.31, 2867, 1.30, 15567, 59.2, 2628, 62.7, 4775, 64.1, 7403, 63.6, 8480, 55.4, 8.2
Voldaren Epicure, R, C, 275409, 5.93, 53056, 7.83, 152073, 56.5, 38959, 58.2, 63704, 54.5, 102663, 55.9, 68426, 56.7, -0.8
Voltaic Visionary, R, U, 59868, 3.39, 21211, 3.94, 96658, 57.5, 20164, 62.6, 31497, 56.1, 51661, 58.6, 49655, 56.5, 2.1
Weary Prisoner, R, C, 301877, 7.05, 32009, 10.70, 31652, 52.1, 5988, 49.6, 10416, 49.6, 16404, 49.6, 16885, 53.9, -4.3
Apprentice Sharpshooter, G, C, 271044, 5.67, 36567, 8.19, 106020, 53.5, 24065, 53.5, 36915, 52.1, 60980, 52.7, 53410, 53.8, -1.1
Ascendant Packleader, G, R, 12001, 2.12, 4440, 2.24, 20296, 54.9, 3760, 58.9, 5472, 54.6, 9232, 56.3, 11420, 53.8, 2.5
Avabruck Caretaker, G, M, 3255, 1.19, 2765, 1.17, 15079, 57.6, 2605, 63.9, 4358, 66.9, 6963, 65.8, 8172, 50.6, 15.2
Bramble Armor, G, C, 324747, 8.61, 32076, 12.62, 9551, 51.7, 1562, 50.2, 2541, 47.0, 4103, 48.2, 5551, 54.0, -5.9
Bramble Wurm, G, U, 55237, 3.14, 16970, 3.71, 72298, 55.0, 12535, 55.4, 24751, 58.8, 37286, 57.7, 38532, 52.7, 5.0
Cartographer's Survey, G, U, 109787, 7.10, 11075, 11.03, 4339, 48.0, 728, 44.4, 1252, 44.1, 1980, 44.2, 2402, 51.0, -6.8
Cemetery Prowler, G, M, 4055, 1.47, 2521, 1.44, 11851, 55.5, 2070, 57.1, 3287, 55.9, 5357, 56.4, 6704, 54.6, 1.7
Cloaked Cadet, G, U, 74259, 4.30, 11725, 5.73, 36490, 52.0, 6436, 49.8, 11287, 51.1, 17723, 50.6, 20231, 53.1, -2.4
Crawling Infestation, G, U, 108892, 7.07, 12299, 10.45, 6998, 49.7, 1442, 50.1, 2267, 49.1, 3709, 49.5, 3609, 49.8, -0.3
Crushing Canopy, G, C, 321115, 8.46, 34130, 12.26, 19914, 51.4, 3032, 47.8, 5565, 50.6, 8597, 49.6, 11401, 52.7, -3.1
Cultivator Colossus, G, M, 5419, 1.94, 1895, 2.02, 6680, 53.1, 990, 51.6, 2015, 55.6, 3005, 54.3, 3777, 52.2, 2.1
Dawnhart Disciple, G, C, 290037, 6.35, 41503, 8.87, 91433, 53.3, 24086, 54.0, 34178, 51.0, 58264, 52.3, 43183, 54.3, -2.1
Dig Up, BG, R, 23509, 3.92, 4071, 5.18, 9677, 52.5, 1768, 52.5, 2702, 53.7, 4470, 53.2, 5270, 51.9, 1.3
Dormant Grove, G, U, 46469, 2.81, 15342, 3.20, 68929, 55.0, 12836, 57.1, 20494, 57.3, 33330, 57.3, 37330, 52.9, 4.4
Flourishing Hunter, G, C, 253683, 5.19, 46296, 7.02, 146291, 54.7, 30796, 54.6, 57843, 56.2, 88639, 55.7, 71665, 54.0, 1.7
Glorious Sunrise, G, R, 8977, 1.67, 5521, 1.60, 27778, 56.0, 4677, 59.4, 7817, 61.1, 12494, 60.5, 15535, 52.4, 8.1
Hamlet Vanguard, G, R, 13179, 2.40, 4127, 2.57, 16197, 52.6, 2775, 53.6, 4247, 54.2, 7022, 53.9, 9368, 51.8, 2.1
Hiveheart Shaman, G, R, 10527, 1.93, 5760, 1.91, 27375, 54.3, 4874, 57.3, 8234, 56.8, 13108, 56.9, 15028, 52.0, 5.0
Hookhand Mariner, G, C, 231456, 4.59, 43049, 6.18, 145534, 54.7, 34506, 55.2, 56508, 54.5, 91014, 54.8, 70130, 54.2, 0.6
Howling Moon, G, R, 15328, 2.83, 3448, 3.26, 11543, 53.9, 2016, 55.8, 2954, 53.0, 4970, 54.1, 6642, 53.7, 0.4
Howlpack Piper, G, R, 9650, 1.74, 5242, 1.71, 25112, 55.7, 4419, 59.4, 7064, 58.0, 11483, 58.5, 14220, 53.4, 5.2
Infestation Expert, G, U, 56496, 3.27, 14668, 3.98, 63767, 55.6, 11584, 57.3, 20547, 57.7, 32131, 57.5, 34320, 53.8, 3.7
Laid to Rest, G, U, 98450, 6.19, 11691, 9.11, 16172, 49.6, 2762, 42.5, 4561, 44.9, 7323, 44.0, 9246, 53.6, -9.6
Massive Might, G, C, 304400, 6.94, 43310, 9.75, 102391, 54.5, 20345, 53.1, 33141, 54.5, 53486, 54.0, 53649, 54.8, -0.9
Moldgraf Millipede, G, C, 309990, 7.51, 35283, 10.88, 35866, 51.3, 7608, 49.2, 14759, 52.2, 22367, 51.2, 17134, 51.5, -0.3
Mulch, G, C, 323036, 8.53, 36229, 12.08, 20529, 51.5, 4447, 49.9, 6755, 50.2, 11202, 50.1, 10363, 52.7, -2.6
Nature's Embrace, G, C, 314080, 7.80, 30025, 11.65, 19199, 49.7, 3660, 47.1, 5875, 48.0, 9535, 47.7, 10332, 51.2, -3.6
Oakshade Stalker, G, U, 70039, 3.96, 11967, 5.36, 48319, 54.2, 9446, 54.7, 14228, 52.4, 23674, 53.3, 26349, 54.6, -1.3
Packsong Pup, G, U, 56135, 3.17, 15650, 3.79, 62176, 55.8, 13583, 60.5, 20219, 55.2, 33802, 57.3, 32390, 54.5, 2.8
Reclusive Taxidermist, G, U, 53500, 2.97, 15980, 3.60, 71431, 55.1, 15267, 59.1, 21408, 53.0, 36675, 55.5, 37663, 54.6, 0.9
Retrieve, G, U, 104123, 6.32, 11758, 9.54, 15249, 50.5, 2396, 46.7, 4384, 50.0, 6780, 48.8, 8569, 51.8, -3.0
Rural Recruit, G, C, 296539, 6.67, 34598, 9.73, 55179, 53.1, 11457, 52.9, 18372, 53.0, 29829, 52.9, 28495, 53.2, -0.2
Sawblade Slinger, G, U, 84128, 4.74, 12331, 6.64, 37664, 53.2, 6664, 52.3, 10982, 53.1, 17646, 52.8, 20910, 53.5, -0.7
Sheltering Boughs, G, C, 319090, 8.16, 30980, 12.15, 12324, 50.8, 2307, 50.0, 3772, 50.1, 6079, 50.0, 6729, 51.3, -1.3
Snarling Wolf, G, C, 293515, 6.68, 34978, 9.71, 75886, 54.4, 17192, 56.7, 23694, 51.0, 40886, 53.4, 39302, 55.0, -1.5
Spiked Ripsaw, G, U, 97872, 5.74, 14396, 8.14, 36940, 53.4, 6097, 50.7, 10090, 53.6, 16187, 52.5, 21097, 54.0, -1.5
Splendid Reclamation, G, R, 34179, 5.58, 4323, 8.47, 195, , 24, , 69, , 93, , 105, , 
Spore Crawler, G, C, 249177, 5.03, 43337, 6.85, 137571, 54.6, 35145, 55.3, 52656, 54.2, 87801, 54.7, 65445, 54.4, 0.3
Sporeback Wolf, G, C, 279717, 5.92, 42044, 8.27, 123854, 54.5, 31158, 55.1, 45032, 51.9, 76190, 53.2, 59499, 55.4, -2.2
Toxic Scorpion, G, C, 283652, 6.09, 35994, 8.76, 91820, 53.2, 20960, 52.0, 32334, 51.2, 53294, 51.5, 45632, 54.2, -2.7
Ulvenwald Oddity, G, R, 8118, 1.48, 5357, 1.44, 26238, 55.4, 4430, 58.3, 7632, 59.0, 12062, 58.7, 14769, 52.8, 5.9
Weaver of Blossoms, G, C, 208724, 4.09, 43185, 5.37, 150690, 54.5, 38932, 56.7, 57930, 53.7, 96862, 54.9, 70526, 53.6, 1.3
Witch's Web, G, C, 306542, 7.15, 35542, 10.45, 67948, 53.9, 12067, 53.2, 20233, 54.5, 32300, 54.1, 37447, 53.7, 0.4
Wolf Strike, G, C, 196239, 3.91, 48028, 4.95, 160794, 54.7, 39696, 53.5, 63493, 56.9, 103189, 55.6, 75010, 54.0, 1.6
Wolfkin Outcast, G, U, 59137, 3.47, 13741, 4.27, 55444, 54.4, 10211, 54.0, 17272, 53.8, 27483, 53.9, 30378, 54.3, -0.4
Ancient Lumberknot, BG, U, 84862, 5.09, 13731, 6.87, 28478, 53.0, 6321, 54.4, 12293, 56.0, 18614, 55.5, 13126, 49.7, 5.7
Anje Maid of Dishonor, BR, R, 8488, 1.57, 6023, 1.52, 30683, 58.5, 5358, 63.7, 11066, 64.0, 16424, 63.9, 15689, 53.5, 10.4
Bloodtithe Harvester, BR, U, 62264, 3.61, 18838, 4.12, 67555, 58.4, 15259, 66.2, 30825, 60.7, 46084, 62.5, 31262, 54.4, 8.1
Brine Comber, WU, U, 76264, 4.65, 18241, 5.49, 51804, 57.3, 12202, 61.1, 19889, 60.5, 32091, 60.7, 24126, 54.0, 6.7
Child of the Pack, RG, U, 54958, 3.36, 15304, 3.94, 56382, 55.0, 11327, 55.7, 18504, 56.0, 29831, 55.9, 29835, 53.8, 2.0
Dorothea Vengeful Victim, WU, R, 14030, 2.62, 4782, 2.69, 17899, 55.1, 3254, 55.6, 5416, 57.4, 8670, 56.7, 9583, 53.5, 3.2
Edgar Charmed Groom, WB, R, 7988, 1.47, 5687, 1.41, 27272, 56.4, 4730, 63.0, 9272, 60.7, 14002, 61.5, 14066, 51.2, 10.3
Eruth Tormented Prophet, UR, R, 18058, 3.24, 5820, 3.58, 17810, 54.7, 3167, 57.1, 5887, 55.2, 9054, 55.9, 9239, 53.7, 2.2
Grolnok the Omnivore, UG, R, 20587, 3.61, 4557, 4.39, 9990, 51.6, 1787, 52.4, 3212, 53.4, 4999, 53.1, 5297, 50.3, 2.8
Halana and Alena Partners, RG, R, 8176, 1.49, 6162, 1.44, 32858, 58.3, 5722, 69.4, 9551, 65.3, 15273, 66.9, 18129, 51.3, 15.5
Kaya Geist Hunter, WB, M, 5303, 1.97, 1446, 2.08, 2695, 48.1, 447, 47.9, 808, 45.0, 1255, 46.1, 1451, 49.8, -3.8
Markov Purifier, WB, U, 66997, 3.90, 14553, 4.82, 45334, 55.5, 9875, 58.3, 20621, 59.5, 30496, 59.1, 21456, 52.8, 6.3
Markov Waltzer, WR, U, 78063, 4.48, 14451, 5.90, 35602, 55.0, 7800, 57.3, 12313, 56.6, 20113, 56.9, 17901, 53.3, 3.6
Odric Blood-Cursed, WR, R, 22100, 3.77, 3353, 5.33, 6195, 54.0, 1056, 54.7, 1655, 51.7, 2711, 52.9, 3551, 54.7, -1.8
Old Rutstein, BG, R, 16729, 3.09, 4798, 3.38, 14228, 54.0, 2582, 60.4, 4314, 56.6, 6896, 58.0, 7636, 50.4, 7.7
Olivia Crimson Bride, BR, M, 3388, 1.27, 2697, 1.25, 13677, 55.1, 2219, 53.9, 4661, 59.7, 6880, 57.8, 7121, 52.7, 5.2
Runo Stromkirk, UB, R, 15339, 2.79, 4202, 3.07, 11756, 51.5, 2059, 49.0, 4352, 54.8, 6411, 52.9, 5800, 49.9, 3.0
Sigardian Paladin, WG, U, 77194, 4.55, 11748, 6.20, 30878, 53.3, 6425, 55.0, 10085, 54.4, 16510, 54.6, 16290, 52.1, 2.6
Skull Skaab, UB, U, 76268, 4.50, 16208, 5.56, 46814, 54.8, 10867, 57.5, 22769, 57.4, 33636, 57.5, 19274, 51.6, 5.8
Torens Fist of the Angels, WG, R, 10993, 2.09, 4842, 1.98, 20249, 53.6, 3741, 58.0, 5426, 56.5, 9167, 57.1, 11432, 51.0, 6.1
Vilespawn Spider, UG, U, 97564, 5.96, 16032, 7.97, 25357, 53.8, 6410, 59.0, 10791, 56.1, 17201, 57.2, 11283, 50.2, 7.0
Wandering Mind, UR, U, 91689, 5.50, 19589, 6.83, 43053, 57.1, 10257, 59.6, 18338, 59.7, 28595, 59.6, 19151, 54.4, 5.2
Blood Servitor, , C, 324136, 8.04, 39690, 11.52, 22984, 52.1, 4528, 50.7, 7984, 50.1, 12512, 50.3, 11626, 53.8, -3.5
Boarded Window, , U, 108538, 6.63, 13174, 9.53, 12573, 48.5, 2609, 40.9, 4491, 45.2, 7100, 43.6, 6204, 53.1, -9.4
Ceremonial Knife, , C, 308776, 6.79, 48389, 9.50, 120987, 53.0, 21306, 48.9, 35065, 50.4, 56371, 49.8, 65652, 55.5, -5.7
Dollhouse of Horrors, , R, 9332, 1.71, 6586, 1.67, 35699, 55.6, 5782, 54.0, 10833, 58.4, 16615, 56.9, 19226, 54.5, 2.4
Foreboding Statue, , U, 53926, 3.01, 15179, 3.72, 68531, 54.4, 13541, 55.7, 21373, 53.7, 34914, 54.5, 35871, 54.2, 0.2
Honored Heirloom, , C, 311233, 7.11, 36418, 10.44, 43096, 51.0, 7930, 48.0, 13020, 50.4, 20950, 49.5, 22824, 52.3, -2.7
Investigator's Journal, , R, 16666, 2.86, 4228, 3.26, 17196, 52.9, 2944, 51.2, 5021, 52.8, 7965, 52.2, 9319, 53.6, -1.4
Lantern of the Lost, , U, 116685, 7.58, 13101, 11.21, 2391, 52.4, 413, 51.6, 696, 51.3, 1109, 51.4, 1289, 53.4, -2.0
Wedding Invitation, , C, 314997, 7.27, 47742, 10.14, 81425, 57.0, 17358, 55.7, 28204, 58.2, 45562, 57.2, 40304, 56.8, 0.4
Deathcap Glade, BG, R, 21642, 3.40, 3660, 4.72, 7390, 52.9, 1372, 54.1, 2096, 53.0, 3468, 53.4, 3975, 52.3, 1.2
Dreamroot Cascade, UG, R, 23144, 3.69, 3807, 5.19, 6068, 52.0, 1145, 53.9, 1783, 51.6, 2928, 52.5, 3173, 51.4, 1.1
Evolving Wilds, , C, 252205, 4.60, 52343, 6.50, 239587, 55.3, 52393, 57.2, 77845, 53.1, 130238, 54.7, 120417, 55.8, -1.1
Shattered Sanctum, WB, R, 21246, 3.29, 3775, 4.50, 9497, 53.5, 1854, 54.5, 2755, 53.1, 4609, 53.6, 4949, 53.4, 0.3
Stormcarved Coast, UR, R, 23952, 3.68, 4302, 5.15, 8887, 54.9, 1676, 55.4, 2525, 53.9, 4201, 54.5, 4746, 55.2, -0.7
Sundown Pass, WR, R, 22785, 3.51, 3849, 4.87, 8653, 54.5, 1636, 58.2, 2283, 52.5, 3919, 54.9, 4785, 54.1, 0.7
Voldaren Estate, , R, 24765, 3.93, 4473, 5.38, 14427, 55.6, 2628, 53.5, 4077, 54.1, 6705, 53.9, 7775, 57.1, -3.2
